1,1
2,-2
3,-6
4,7
5,1
6,1
7,1
8,10
9,12
10,12
11,8
12,25
13,19
14,23
15,23
16,36
17,38
18,42
19,38
20,59
21,53
22,61
23,61
24,78
25,80
26,88
27,84
28,109
29,103
30,115
31,115
32,136
33,138
34,150
35,146
36,175
37,169
38,185
39,185
40,210
41,212
42,228
43,224
44,257
45,251
46,271
47,271
48,300
49,302
50,322
51,318
52,355
53,349
54,373
55,373
56,406
57,408
58,432
59,428
60,469
61,463
62,491
63,491
64,528
65,530
66,558
67,554
68,599
69,593
70,625
71,625
72,666
73,668
74,700
75,696
76,745
77,739
78,775
79,775
80,820
81,822
82,858
83,854
84,907
85,901
86,941
87,941
88,990
89,992
90,1032
91,1028
92,1085
93,1079
94,1123
95,1123
96,1176
97,1178
98,1222
99,1218
100,1279
101,1273
102,1321
103,1321
104,1378
105,1380
106,1428
107,1424
108,1489
109,1483
110,1535
111,1535
112,1596
113,1598
114,1650
115,1646
116,1715
117,1709
118,1765
119,1765
120,1830
121,1832
122,1888
123,1884
124,1957
125,1951
126,2011
127,2011
128,2080
129,2082
130,2142
131,2138
132,2215
133,2209
134,2273
135,2273
136,2346
137,2348
138,2412
139,2408
140,2489
141,2483
142,2551
143,2551
144,2628
145,2630
146,2698
147,2694
148,2779
149,2773
150,2845
151,2845
152,2926
153,2928
154,3000
155,2996
156,3085
157,3079
158,3155
159,3155
160,3240
161,3242
162,3318
163,3314
164,3407
165,3401
166,3481
167,3481
168,3570
169,3572
170,3652
171,3648
172,3745
173,3739
174,3823
175,3823
176,3916
177,3918
178,4002
179,3998
180,4099
181,4093
182,4181
183,4181
184,4278
185,4280
186,4368
187,4364
188,4469
189,4463
190,4555
191,4555
192,4656
193,4658
194,4750
195,4746
196,4855
197,4849
198,4945
199,4945
200,5050
201,5052
202,5148
203,5144
204,5257
205,5251
206,5351
207,5351
208,5460
209,5462
210,5562
211,5558
212,5675
213,5669
214,5773
215,5773
216,5886
217,5888
218,5992
219,5988
220,6109
221,6103
222,6211
223,6211
224,6328
225,6330
226,6438
227,6434
228,6559
229,6553
230,6665
231,6665
232,6786
233,6788
234,6900
235,6896
236,7025
237,7019
238,7135
239,7135
240,7260
241,7262
242,7378
243,7374
244,7507
245,7501
246,7621
247,7621
248,7750
249,7752
250,7872
251,7868
252,8005
253,7999
254,8123
255,8123
256,8256
257,8258
258,8382
259,8378
260,8519
261,8513
262,8641
263,8641
264,8778
265,8780
266,8908
267,8904
268,9049
269,9043
270,9175
271,9175
272,9316
273,9318
274,9450
275,9446
276,9595
277,9589
278,9725
279,9725
280,9870
281,9872
282,10008
283,10004
284,10157
285,10151
286,10291
287,10291
288,10440
289,10442
290,10582
291,10578
292,10735
293,10729
294,10873
295,10873
296,11026
297,11028
298,11172
299,11168
300,11329
301,11323
302,11471
303,11471
304,11628
305,11630
306,11778
307,11774
308,11939
309,11933
310,12085
311,12085
312,12246
313,12248
314,12400
315,12396
316,12565
317,12559
318,12715
319,12715
320,12880
321,12882
322,13038
323,13034
324,13207
325,13201
326,13361
327,13361
328,13530
329,13532
330,13692
331,13688
332,13865
333,13859
334,14023
335,14023
336,14196
337,14198
338,14362
339,14358
340,14539
341,14533
342,14701
343,14701
344,14878
345,14880
346,15048
347,15044
348,15229
349,15223
350,15395
351,15395
352,15576
353,15578
354,15750
355,15746
356,15935
357,15929
358,16105
359,16105
360,16290
361,16292
362,16468
363,16464
364,16657
365,16651
366,16831
367,16831
368,17020
369,17022
370,17202
371,17198
372,17395
373,17389
374,17573
375,17573
376,17766
377,17768
378,17952
379,17948
380,18149
381,18143
382,18331
383,18331
384,18528
385,18530
386,18718
387,18714
388,18919
389,18913
390,19105
391,19105
392,19306
393,19308
394,19500
395,19496
396,19705
397,19699
398,19895
399,19895
400,20100
401,20102
402,20298
403,20294
404,20507
405,20501
406,20701
407,20701
408,20910
409,20912
410,21112
411,21108
412,21325
413,21319
414,21523
415,21523
416,21736
417,21738
418,21942
419,21938
420,22159
421,22153
422,22361
423,22361
424,22578
425,22580
426,22788
427,22784
428,23009
429,23003
430,23215
431,23215
432,23436
433,23438
434,23650
435,23646
436,23875
437,23869
438,24085
439,24085
440,24310
441,24312
442,24528
443,24524
444,24757
445,24751
446,24971
447,24971
448,25200
449,25202
450,25422
451,25418
452,25655
453,25649
454,25873
455,25873
456,26106
457,26108
458,26332
459,26328
460,26569
461,26563
462,26791
463,26791
464,27028
465,27030
466,27258
467,27254
468,27499
469,27493
470,27725
